Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Expected Loss (in Rs.)
2087,2.62,25.4,0.0025,488.63000000000005
2088,3.62,21.18,0.0023,656.2553200000001
2089,11.58,8.74,0.0002,211.35816
2090,20.62,30.89,0.005,7125.241000000002
2091,10.33,2.13,0.0024,2426.39304
2092,16.78,3.57,0.0039,6310.5720599999995
2093,5.25,22.44,0.0065,2646.734999999999
2094,7.95,7.7,0.0052,3815.6820000000002
2095,19.25,29.74,0.0088,11902.044000000002
2096,12.21,2.08,0.0096,11477.79072
2097,18.77,25.11,0.0082,11526.619460000002
2098,8.41,14.35,0.0086,6194.7219000000005
2099,11.04,39.84,0.0046,3055.1654399999993
2100,24.88,29.82,0.0099,17286.17616
2101,17.41,9.41,0.0093,14667.698670000002
2102,23.04,16.98,0.0017,3251.72736
2103,16.13,4.24,0.0015,2316.9132
2104,19.78,34.62,0.0051,6595.403640000001
2105,16.4,29.22,0.0043,4991.4056
2106,9.74,0.38,0.0028,2716.83664
2107,3.32,15.62,0.0078,2185.10448
2108,12.56,23.42,0.0005,480.9224
2109,3.87,8.5,0.0021,743.6205
2110,5.42,2.09,0.0014,742.94108
2111,13.94,9.02,0.0013,1648.73956
2112,9.64,12.47,0.0031,2615.74652
2113,1.88,29.81,0.0069,910.5046799999999
2114,1.4,21.36,0.0051,561.4896
2115,5.95,0.7,0.0048,2836.008
2116,13.08,34.04,0.0037,3192.20016
2117,9.55,7.99,0.008,7029.564
2118,24.05,6.3,0.0084,18929.274
2119,14.95,3.59,0.0035,5044.653249999999
2120,17.09,20.54,0.0032,4345.50848
2121,14.06,28.69,0.0012,1203.14232
2122,11.33,36.63,0.0012,861.5785199999998
2123,10.47,5.74,0.0098,9671.64156
2124,2.57,4.2,0.002,492.412
2125,21.53,0.01,0.0034,7319.467980000001
2126,0.43,26.32,0.0053,167.91672
2127,18.36,27.76,0.0001,132.63263999999998
2128,21.11,22.74,0.0099,16146.49014
2129,1.34,30.69,0.0065,603.6901
2130,10.02,12.72,0.0038,3323.27328
2131,15.47,22.39,0.0005,600.31335
2132,15.6,32.26,0.0066,6974.5104
2133,8.99,6.66,0.0059,4950.846939999999
2134,2.15,12.78,0.0022,412.55060000000003
2135,12.78,17.23,0.0065,6875.7038999999995
2136,24.67,37.55,0.0041,6316.630150000002
2137,20.58,28.38,0.0036,5306.182559999998
2138,18.03,26.13,0.0011,1465.0637100000001
2139,12.34,23.06,0.0023,2183.7110799999996
2140,9.49,28.41,0.0024,1630.5338399999998
2141,22.26,36.74,0.002,2816.3352000000004
2142,5.98,23.31,0.0005,229.30310000000006
2143,6.4,29.4,0.0098,4428.032
2144,11.31,15.43,0.003,2869.4601000000002
2145,3.3,10.57,0.0025,737.7975
2146,3.87,33.09,0.0068,1760.8035599999998
2147,18.45,1.55,0.001,1816.4025
2148,7.31,33.3,0.0056,2730.4312
2149,20.66,4.69,0.0001,196.91046
2150,23.95,9.78,0.0085,18366.5365
2151,2.17,22.97,0.0007,117.00856999999999
2152,15.12,37.58,0.0027,2548.23408
2153,19.13,16.15,0.003,4812.1515
2154,9.26,3.49,0.0057,5093.99082
2155,16.09,14.2,0.0091,12562.7502
2156,12.94,22.62,0.0025,2503.243
2157,10.75,38.9,0.006,3940.95
2158,12.25,36.24,0.0087,6795.222
2159,14.48,18.89,0.0029,3405.9711199999997
2160,9.38,24.4,0.0094,6665.8032
2161,6.75,24.08,0.0069,3535.974
2162,17.96,12.22,0.0045,7094.3796
2163,16.91,0.24,0.0021,3542.57736
2164,11.84,23.47,0.0013,1177.94976
2165,13.32,39.72,0.0046,3693.4761599999997
2166,11.4,19.74,0.0063,5764.2732000000005
2167,10.27,21.93,0.0011,881.9567899999998
2168,12.27,30.91,0.0055,4662.5386499999995
2169,22.41,19.75,0.0057,10250.894250000001
2170,23.84,18.65,0.001,1939.3839999999998
2171,4.21,4.61,0.0035,1405.5716499999999
2172,23.69,3.72,0.0007,1596.61124
2173,19.25,23.16,0.0029,4289.593
2174,0.87,29.59,0.0076,465.55091999999996
2175,13.4,2.26,0.007,9168.012000000002
2176,9.32,17.14,0.0051,3938.5015200000007
2177,13.09,25.3,0.0063,6160.284900000001
2178,6.72,2.4,0.0037,2426.7264
2179,14.3,14.82,0.0077,9379.169800000001
2180,7.01,15.68,0.0008,472.86656
2181,2.78,26.94,0.0099,2010.75732
2182,15.9,2.29,0.0028,4350.0491999999995
2183,22.58,18.32,0.0002,368.86688
2184,9.05,25.19,0.0019,1286.35795
2185,16.66,7.79,0.0093,14286.83298
2186,5.46,5.83,0.0061,3136.42602
2187,4.83,22.25,0.0044,1652.3429999999998
2188,11.38,13.16,0.001,988.2392000000002
2189,14.96,3.2,0.0006,868.8768
2190,22.35,21.31,0.0053,9321.22395
2191,9.79,19.29,0.0022,1738.3319799999997
2192,23.61,39.69,0.0059,8401.12269
2193,19.97,4.58,0.0011,2096.09114
2194,0.44,38.24,0.002,54.3488
2195,24.73,27.59,0.0011,1969.7692299999999
2196,4.45,16.15,0.0,0.0
2197,13.48,14.06,0.0076,8804.381119999998
2198,21.73,12.53,0.0015,2851.08465
2199,10.94,4.2,0.0035,3668.182
2200,4.04,19.52,0.0065,2113.4048
2201,19.08,9.56,0.0005,862.7975999999999
2202,12.84,28.83,0.0058,5300.17224
2203,14.42,12.69,0.002,2518.0204000000003
2204,4.48,33.09,0.0096,2877.66528
2205,4.09,27.34,0.0,0.0
2206,9.04,6.71,0.01,8433.416000000001
2207,11.14,36.11,0.0025,1779.3365000000001
2208,22.88,15.67,0.0028,5402.5171199999995
2209,16.45,31.78,0.0091,10212.192899999998
2210,11.73,38.23,0.0064,4637.19744
2211,7.33,0.68,0.0037,2693.65772
2212,14.93,32.52,0.0008,805.9811199999999
2213,10.7,0.63,0.0066,7017.509399999999
2214,3.96,32.82,0.0063,1676.0066399999998
2215,1.49,37.79,0.0026,241.00153999999998
2216,10.51,30.14,0.0073,5359.868780000001
2217,14.19,3.75,0.0001,136.57875
2218,19.79,27.35,0.0064,9201.558399999998
2219,24.04,23.75,0.0003,549.9149999999998
2220,10.45,37.88,0.0072,4673.908799999999
2221,22.62,1.68,0.0004,889.59936
2222,2.44,16.96,0.0012,243.14111999999997
2223,11.28,17.79,0.0012,1112.79456
2224,13.88,9.65,0.0096,12038.9568
2225,13.91,38.17,0.0005,430.02765
2226,2.03,30.33,0.0001,14.143010000000002
2227,5.13,29.17,0.0011,399.69369
2228,14.54,8.09,0.0016,2138.19424
2229,18.23,20.96,0.0002,288.17984
2230,13.99,13.34,0.0032,3879.59488
2231,15.41,5.82,0.0056,8127.35728
2232,3.46,8.69,0.0002,63.18652000000001
2233,13.38,29.41,0.0073,6894.80766
2234,19.08,32.95,0.0099,12665.2086
2235,2.16,0.14,0.0064,1380.4646400000001
2236,19.92,22.58,0.0079,12183.430560000003
2237,5.86,8.5,0.0064,3431.6160000000004
2238,14.83,5.98,0.0098,13664.302679999999
2239,1.42,24.19,0.0081,871.9666199999998
2240,12.31,19.21,0.0078,7757.29422
2241,22.05,25.7,0.0034,5570.271
2242,15.13,6.6,0.0061,8620.166200000001
2243,12.6,0.77,0.004,5001.192
2244,11.58,27.38,0.0009,756.8456399999999
2245,16.28,33.98,0.0093,9995.69208
2246,8.16,17.89,0.0076,5092.13376
2247,18.4,32.77,0.004,4948.127999999999
2248,14.22,4.68,0.0013,1762.08552
2249,10.22,31.6,0.0094,6571.0512
2250,9.43,39.08,0.0064,3676.6438399999997
2251,1.29,0.38,0.0042,539.7411599999999
2252,15.13,15.31,0.0039,4997.30283
2253,22.37,27.59,0.0092,14902.26764
2254,1.24,15.37,0.007,734.5884000000001
2255,10.64,19.8,0.0084,7167.9552
2256,2.66,35.44,0.005,858.648
2257,6.24,12.89,0.0012,652.27968
2258,11.35,8.48,0.0034,3531.7568
2259,5.94,8.28,0.0047,2560.63896
2260,16.06,18.78,0.008,10435.1456
2261,8.34,29.33,0.0052,3064.8165599999998
2262,2.82,23.19,0.0061,1321.2856199999999
2263,4.14,14.42,0.0078,2763.5493599999995
2264,13.81,0.8,0.0084,11507.5968
2265,17.38,38.57,0.0012,1281.1840799999998
2266,17.6,14.57,0.003,4510.704000000001
2267,14.82,17.29,0.0038,4657.89636
2268,14.31,25.84,0.0081,8595.959760000002
2269,11.56,30.1,0.0084,6787.5696
2270,19.5,34.01,0.0047,6047.983500000001
2271,3.37,4.75,0.0091,2921.03175
2272,22.98,21.56,0.006,10815.307200000001
2273,10.49,3.48,0.0083,8403.70684
2274,18.31,30.46,0.0059,7512.336659999999
2275,4.78,19.92,0.0044,1684.2425600000001
2276,22.47,26.32,0.0085,14072.511600000002
2277,24.7,19.28,0.007,13956.488
2278,9.31,20.72,0.0037,2730.9581600000006
2279,15.89,0.59,0.0028,4422.9497200000005
2280,11.12,33.03,0.0056,4170.355839999999
2281,17.13,3.29,0.0005,828.32115
2282,6.3,11.38,0.0041,2289.0546
2283,19.75,26.0,0.0063,9207.45
2284,8.44,38.37,0.0042,2184.6602399999997
2285,14.16,6.87,0.0082,10813.51056
2286,16.69,12.56,0.004,5837.4944
2287,3.74,16.01,0.0043,1350.72718
2288,3.76,11.43,0.0089,2963.9064800000006
2289,11.45,7.34,0.0039,4137.7323
2290,21.45,18.96,0.0046,7996.2168
2291,10.98,37.04,0.0089,6152.57712
2292,19.23,2.26,0.0083,15600.18366
2293,9.68,33.93,0.0087,5564.1511199999995
2294,15.81,15.4,0.0071,9496.4346
2295,3.14,4.94,0.0002,59.69768000000001
2296,24.12,22.66,0.0056,10446.46848
2297,8.8,15.35,0.005,3724.600000000001
2298,11.5,24.55,0.0045,3904.5374999999995
2299,18.78,16.63,0.0001,156.56886000000003
2300,17.81,18.06,0.0081,11820.746339999998
2301,15.37,37.81,0.0045,4301.3713499999985
2302,7.16,28.55,0.0018,920.8475999999998
2303,0.41,34.78,0.007,187.1814
2304,12.11,11.49,0.0035,3751.49635
2305,24.9,31.07,0.0047,8066.8778999999995
2306,0.75,26.56,0.0064,352.512
2307,1.28,22.51,0.0023,228.13055999999997
2308,14.57,38.82,0.005,4456.963
2309,6.27,39.04,0.0073,2790.20016
2310,8.76,25.67,0.0089,5795.064119999999
2311,22.32,38.41,0.0025,3436.722000000001
2312,12.52,31.87,0.0048,4094.3404799999994
2313,11.75,18.18,0.0061,5864.4485
2314,7.52,7.94,0.004,2769.1648
2315,11.81,37.28,0.0076,5629.49632
2316,1.76,39.7,0.0099,1050.6672
2317,21.43,20.06,0.0018,3083.60556
2318,24.49,32.41,0.0012,1986.3349199999998
2319,0.95,28.8,0.0067,453.18799999999993
2320,17.48,15.81,0.0028,4120.595359999999
2321,24.07,39.49,0.0004,582.59028
2322,8.73,22.9,0.0059,3971.1897000000004
2323,8.08,25.38,0.0006,361.75775999999996
2324,3.95,11.07,0.0061,2142.7683500000003
2325,0.03,33.68,0.002,3.9792
2326,4.85,16.66,0.0036,1455.1164
2327,5.31,24.08,0.0018,725.6433599999999
2328,16.57,7.03,0.001,1540.5129
2329,10.01,20.27,0.0045,3591.43785
2330,9.77,18.55,0.004,3183.066
2331,12.22,30.07,0.0018,1538.1802800000003
2332,7.75,34.14,0.0049,2501.0335000000005
2333,23.78,21.57,0.0082,15293.536280000002
2334,18.92,34.02,0.0029,3620.19064
2335,17.84,30.54,0.0088,10904.664320000002
2336,14.39,34.39,0.0077,7269.7848300000005
2337,0.38,21.93,0.0036,106.79975999999999
2338,18.01,32.94,0.0012,1449.3007200000002
2339,3.92,21.59,0.0015,461.05080000000004
2340,5.5,38.18,0.0006,204.00599999999997
2341,18.78,30.08,0.0001,131.30976
2342,19.06,15.13,0.0045,7279.299899999998
2343,8.79,15.39,0.0011,818.0940899999999
2344,14.51,7.64,0.0097,12999.39292
2345,10.86,29.37,0.0055,4218.729899999999
2346,9.99,6.9,0.0041,3813.2829000000006
2347,9.46,34.77,0.0046,2838.5486800000003
2348,11.74,16.47,0.0015,1470.9633000000001
2349,13.77,19.24,0.0004,444.82608
2350,10.77,26.22,0.0007,556.2274199999999
2351,23.09,16.37,0.0,0.0
2352,23.62,32.52,0.0051,8128.775760000001
2353,16.11,5.08,0.0087,13303.702439999997
2354,4.19,27.25,0.0027,823.0207500000001
2355,3.35,24.48,0.0015,379.488
2356,2.61,21.62,0.0013,265.94334
2357,20.69,0.0,0.0006,1241.3999999999999
2358,5.79,4.04,0.006,3333.6504000000004
2359,22.84,17.79,0.0007,1314.37348
2360,18.21,19.49,0.0082,12021.914220000002
2361,13.16,37.58,0.0043,3532.2229600000005
2362,7.51,35.5,0.0079,3826.7205000000004
2363,14.5,3.85,0.0095,13244.662499999999
2364,0.98,37.25,0.0081,498.10949999999985
2365,24.66,4.37,0.0014,3301.53012
2366,6.56,17.36,0.0009,487.90655999999996
2367,17.74,38.17,0.0065,7129.617299999999
2368,1.56,31.65,0.0006,63.9756
2369,8.01,37.72,0.0061,3043.06308
2370,22.97,5.45,0.0013,2823.35755
2371,8.88,13.67,0.0078,5979.56112
2372,3.7,37.96,0.0046,1055.9208
2373,3.6,13.48,0.0015,467.208
2374,3.61,1.12,0.0056,1998.9580799999997
2375,11.21,19.34,0.0047,4249.7334200000005
2376,17.47,2.65,0.0045,7653.170249999999
2377,23.29,20.67,0.0059,10900.81463
2378,15.69,1.25,0.0086,13324.7325
2379,22.74,38.95,0.0007,971.7939
2380,14.09,0.12,0.0027,3799.73484
2381,20.97,37.64,0.0052,6799.983839999998
2382,24.29,5.21,0.0042,9670.286219999998
2383,4.49,16.13,0.0062,2334.77306
2384,12.07,38.76,0.0027,1995.7503600000002
2385,4.51,12.84,0.0016,628.9465600000001
2386,13.56,14.73,0.0009,1040.63508
2387,15.86,18.75,0.0048,6185.4
2388,5.44,27.93,0.0036,1411.41888
2389,17.07,38.61,0.0014,1467.09822
2390,24.8,0.27,0.0071,17560.4584
2391,15.58,26.82,0.0051,5814.73644
2392,8.97,8.79,0.0075,6136.15275
2393,20.93,38.44,0.002,2576.9016
2394,15.3,7.26,0.0048,6810.825599999999
2395,9.21,5.01,0.0023,2012.17317
2396,14.17,7.97,0.0063,8215.610130000001
2397,2.95,1.56,0.0058,1684.3084000000001
2398,0.64,37.42,0.0096,384.4915199999999
2399,1.0,0.35,0.0001,9.965000000000002
2400,17.13,26.63,0.0057,7163.92017
2401,6.0,32.73,0.009,3632.58
2402,12.05,4.17,0.0054,6235.658100000001
2403,0.84,8.46,0.0072,553.63392
2404,21.57,21.61,0.0029,4903.52967
2405,11.74,28.67,0.0049,4103.3295800000005
2406,1.57,16.0,0.0082,1081.4160000000002
2407,1.27,27.86,0.0031,284.01518
2408,4.35,2.63,0.0001,42.35595
2409,15.01,15.83,0.0051,6443.297670000001
2410,3.38,38.18,0.0029,605.9596399999999
2411,16.82,19.43,0.0057,7724.568179999999
2412,0.01,6.3,0.001,0.9370000000000002
2413,17.35,2.19,0.0092,15612.432200000001
2414,16.42,23.36,0.0071,8934.844480000002
2415,24.69,15.26,0.0008,1673.7844800000003
2416,4.29,8.85,0.0067,2619.92445
2417,24.44,31.81,0.0009,1499.90724
2418,7.32,3.74,0.0093,6552.99576
2419,4.58,17.04,0.0027,1025.88336
2420,18.31,23.14,0.0054,7599.455639999999
2421,17.31,31.0,0.0048,5733.071999999998
2422,6.39,24.78,0.0088,4229.77104
2423,11.88,6.84,0.0057,6308.422560000002
2424,8.06,33.9,0.0065,3462.9790000000003
2425,13.87,13.7,0.0013,1556.0752999999997
2426,12.82,4.11,0.0034,4179.65332
2427,8.84,10.37,0.0088,6972.49696
2428,0.61,20.05,0.0032,156.0624
2429,21.67,6.32,0.0077,15631.351120000001
2430,7.46,29.27,0.0038,2005.05404
2431,3.78,28.64,0.0062,1672.39296
2432,10.22,25.94,0.0006,454.13591999999994
2433,11.62,4.8,0.0056,6194.854399999998
2434,15.1,20.63,0.0079,9468.047300000002
2435,18.94,8.57,0.0098,16970.50516
2436,9.56,32.05,0.0063,4092.4926
2437,7.5,32.62,0.0067,3385.845
2438,4.02,22.43,0.0043,1340.87502
2439,23.69,36.34,0.0011,1658.91594
2440,5.47,19.91,0.0029,1270.4676699999998
2441,10.41,22.13,0.0069,5593.32423
2442,2.58,32.02,0.0021,368.31564
2443,16.55,29.93,0.0085,9857.097250000003
2444,11.21,21.79,0.0094,8241.30054
2445,9.42,38.95,0.007,4025.637
2446,5.26,23.25,0.0044,1776.3020000000001
2447,21.2,2.17,0.0002,414.7992
2448,0.02,6.96,0.0042,7.81536
2449,22.2,9.01,0.0008,1615.9824000000003
2450,21.66,24.9,0.0092,14965.3272
2451,11.73,14.31,0.0061,6131.37657
2452,8.22,22.95,0.0098,6206.8398
2453,7.95,39.93,0.0074,3533.9181000000003
2454,24.72,19.02,0.0022,4404.016320000001
2455,15.36,10.19,0.0096,13243.023359999997
2456,16.3,22.48,0.0044,5559.7344
2457,8.67,20.8,0.003,2059.992
2458,4.16,17.75,0.0048,1642.368
2459,19.95,4.55,0.004,7616.910000000001
2460,0.83,7.74,0.0036,275.67287999999996
2461,13.87,10.62,0.0088,10909.36528
2462,17.87,5.9,0.0047,7903.3649
2463,3.82,38.53,0.0083,1948.9678199999998
2464,17.44,36.08,0.0052,5796.77696
2465,7.16,35.61,0.0049,2259.05876
2466,3.1,7.39,0.0071,2038.3461000000002
2467,14.82,29.48,0.0007,731.57448
2468,10.93,25.83,0.0005,405.33905000000004
2469,6.83,28.29,0.0083,4065.168190000001
2470,4.73,20.76,0.0052,1948.9870400000002
2471,9.04,8.21,0.0084,6970.165439999998
2472,7.89,24.3,0.0067,4001.7291000000005
2473,10.43,21.93,0.0042,3419.9344199999996
2474,22.4,18.38,0.0016,2925.2608
2475,21.08,37.86,0.0003,392.9733599999999
2476,20.91,25.92,0.0094,14560.720319999999
2477,0.15,22.57,0.0021,24.390449999999994
2478,14.22,13.45,0.0009,1107.6669000000002
2479,11.64,4.05,0.006,6701.148
2480,3.08,12.3,0.0086,2322.9976
2481,16.38,0.9,0.0007,1136.2805999999998
2482,8.02,4.96,0.0051,3887.3260800000003
2483,8.3,5.88,0.0041,3202.9036000000006
2484,0.18,23.0,0.0039,54.053999999999995
2485,13.07,6.79,0.0014,1705.5565800000002
2486,24.36,32.67,0.0085,13941.349800000002
2487,22.82,18.55,0.0043,7992.3627000000015
2488,19.72,6.58,0.0042,7737.4180799999995
2489,13.36,1.0,0.0023,3042.0719999999997
2490,21.29,37.23,0.0095,12695.54635
2491,14.96,30.9,0.0025,2584.34
2492,11.53,16.14,0.0026,2513.9550799999997
2493,20.54,27.42,0.0047,7006.72804
2494,4.05,11.46,0.0074,2653.5438
2495,10.08,7.65,0.0099,9215.791200000001
2496,7.59,4.17,0.0093,6764.352210000001
2497,22.41,18.55,0.0089,16245.12105
2498,9.59,22.45,0.006,4462.227
2499,18.12,18.89,0.0085,12492.5622
2500,17.14,24.0,0.0008,1042.1120000000003
2501,22.74,9.41,0.0068,14008.11288
2502,22.4,25.6,0.0047,7832.831999999999
2503,2.85,12.04,0.0048,1203.2928
2504,9.74,4.38,0.0032,2980.28416
2505,13.25,5.6,0.0099,12382.92
2506,11.0,32.94,0.0036,2655.576
2507,2.3,0.65,0.0036,822.6179999999999
2508,19.58,19.73,0.0064,10058.794240000001
2509,0.91,36.35,0.0036,208.5174
2510,6.64,36.16,0.0055,2331.4368000000004
2511,14.86,35.61,0.0021,2009.35434
2512,2.68,30.11,0.004,749.2208
2513,4.11,39.11,0.008,2002.0632000000003
2514,17.9,1.24,0.0093,16440.577199999996
2515,9.31,8.9,0.0092,7802.8972
2516,22.68,31.82,0.009,13916.901599999997
2517,21.43,23.05,0.0031,5112.01935
2518,4.13,19.27,0.0054,1800.44046
2519,10.89,25.57,0.0069,5592.744629999999
2520,15.53,33.03,0.0035,3640.1543500000002
2521,4.93,3.66,0.0097,4607.07514
2522,8.04,25.87,0.0074,4410.43848
2523,1.0,10.66,0.0047,419.89799999999997
2524,3.72,22.92,0.0089,2551.9646399999997
2525,2.18,36.51,0.0073,1010.3798600000001
2526,1.41,18.22,0.0099,1141.56702
2527,10.64,18.52,0.0092,7975.91424
2528,2.9,32.38,0.0046,902.0507999999999
2529,17.67,26.21,0.0093,12125.984489999999
2530,20.37,4.94,0.0027,5228.2049400000005
2531,4.18,34.85,0.0052,1416.1003999999998
2532,15.65,17.82,0.008,10288.936
2533,17.44,32.86,0.0072,8430.63552
2534,17.39,24.32,0.0048,6317.16096
2535,1.76,36.05,0.0007,78.7864
2536,23.44,37.32,0.0032,4701.501440000001
2537,19.97,9.57,0.0073,13182.97583
2538,20.14,23.67,0.0044,6764.059280000001
2539,0.16,39.67,0.0095,91.7016
2540,4.88,18.5,0.006,2386.3199999999997
2541,7.35,21.97,0.0053,3039.6586499999994
2542,14.13,33.93,0.0005,466.7845500000001
2543,5.61,0.46,0.0063,3518.04222
2544,12.52,39.17,0.0049,3731.7988400000004
2545,21.83,3.03,0.0056,11854.38856
2546,21.39,13.23,0.0085,15776.08755
2547,24.23,6.15,0.0048,10915.130399999998
2548,22.12,28.72,0.0059,9302.61024
2549,19.89,16.13,0.0043,7173.149490000002
2550,20.39,0.58,0.0021,4257.064979999999
2551,16.22,15.36,0.0048,6589.73184
2552,20.76,28.82,0.0021,3103.16328
2553,20.39,34.93,0.0035,4643.72055
2554,20.34,18.34,0.0077,12789.425879999999
2555,1.78,11.57,0.0019,299.07025999999996
2556,4.94,14.79,0.0081,3409.5929400000005
2557,7.71,29.69,0.0094,5095.6469400000005
2558,11.06,16.75,0.0014,1289.0430000000001
2559,9.04,8.63,0.0057,4708.11336
2560,17.04,31.43,0.001,1168.4327999999998
2561,20.98,31.95,0.008,11421.512000000002
2562,1.58,20.53,0.0089,1117.50714
2563,5.07,0.47,0.0071,3582.78141
2564,4.81,15.87,0.0027,1092.5963100000001
2565,18.39,38.15,0.0039,4435.94385
2566,18.3,21.52,0.0064,9191.5776
2567,24.69,16.52,0.0022,4534.466640000001
2568,17.82,22.12,0.0071,9853.533359999998
2569,22.35,27.05,0.0001,163.04325000000003
2570,2.15,22.43,0.0016,266.8408
2571,11.91,10.13,0.0093,9954.270809999998
2572,23.87,22.22,0.0037,6869.451820000001
2573,0.75,25.49,0.0099,553.2367500000001
2574,8.11,2.83,0.0093,7328.852909999999
2575,23.45,2.55,0.0016,3656.3239999999996
2576,24.54,10.41,0.0072,15829.47792
2577,5.77,32.62,0.009,3499.0433999999996
2578,6.36,25.82,0.0041,1934.31768
2579,12.58,0.19,0.0085,10672.6833
2580,3.66,2.59,0.0059,2103.4715399999995
2581,5.11,4.91,0.0093,4518.96207
2582,3.86,3.08,0.0036,1346.8003199999998
2583,17.5,29.03,0.0085,10556.787500000002
2584,19.1,5.36,0.0055,9941.932
2585,6.87,9.7,0.0083,5148.996300000001
2586,14.18,28.77,0.0087,8787.360179999998
2587,3.09,10.49,0.0013,359.56166999999994
2588,12.04,39.91,0.0073,5281.43028
2589,20.66,28.58,0.0092,13574.942239999998
2590,3.81,0.51,0.0024,909.7365599999999
2591,12.67,35.38,0.0,0.0
2592,20.53,35.64,0.0004,528.52432
2593,6.64,28.74,0.0043,2034.6155199999996
2594,1.46,36.39,0.0024,222.88943999999995
2595,13.38,34.71,0.0023,2009.2344600000004
2596,1.25,36.93,0.003,236.51250000000002
2597,7.1,30.73,0.0003,147.54509999999996
2598,4.84,4.62,0.0045,2077.3763999999996
2599,11.75,0.35,0.0074,8664.567500000001
2600,16.78,3.15,0.0003,487.54290000000003
2601,2.21,1.17,0.0074,1616.2658199999998
2602,10.85,3.67,0.0045,4703.31225
2603,9.59,30.36,0.0038,2537.82088
2604,19.54,25.95,0.0003,434.08109999999994
2605,16.48,6.44,0.0051,7863.530880000001
2606,21.68,16.52,0.0098,17736.49472
2607,13.25,16.87,0.0085,9362.51625
2608,21.97,33.26,0.0059,8651.03902
2609,3.89,28.64,0.0025,693.976
2610,8.49,18.22,0.0041,2846.6800200000002
2611,11.17,38.1,0.008,5531.384
2612,1.72,8.82,0.0022,345.02511999999996
2613,18.5,26.1,0.0039,5331.884999999999
2614,4.8,20.74,0.0046,1750.0607999999997
2615,2.06,29.16,0.0085,1240.4084
2616,20.58,28.35,0.001,1474.5569999999996
2617,9.23,10.72,0.0043,3543.4339200000004
2618,4.88,24.48,0.0054,1990.10304
2619,23.97,35.97,0.0059,9055.314690000001
2620,18.12,14.53,0.003,4646.149200000001
2621,4.15,33.11,0.0034,943.8179000000001
2622,21.08,39.83,0.0009,1141.54524
2623,14.01,18.7,0.0078,8884.3014
2624,13.73,30.74,0.0018,1711.6916400000002
2625,16.44,30.02,0.0036,4141.69632
2626,6.09,30.59,0.0072,3043.4896799999997
2627,10.95,28.86,0.0059,4595.9997
2628,18.18,35.4,0.0056,6576.796799999999
2629,16.07,23.85,0.0063,7709.50215
2630,9.86,4.75,0.0021,1972.2464999999997
2631,3.32,13.59,0.0011,315.56932
2632,21.31,13.68,0.0085,15635.573199999999
2633,14.98,28.18,0.0006,645.51816
2634,16.55,2.31,0.0016,2586.8312000000005
2635,10.83,29.0,0.0017,1307.181
2636,22.97,15.32,0.0041,7974.908359999999
2637,9.23,26.05,0.0021,1433.3728500000002
2638,15.64,15.17,0.005,6633.706
2639,4.01,1.76,0.0089,3506.08736
2640,16.04,2.02,0.0011,1728.7591200000002
2641,19.26,34.0,0.0061,7754.076
2642,8.07,1.43,0.0015,1193.1898500000002
2643,22.9,8.55,0.0078,16334.798999999997
2644,6.29,9.56,0.0066,3754.5261600000003
2645,13.37,5.39,0.0075,9487.017749999999
2646,3.12,14.57,0.0028,746.3164800000001
2647,7.91,13.6,0.0037,2528.6688000000004
2648,21.52,29.18,0.0047,7163.01808
2649,22.68,19.51,0.0078,14239.002959999996
2650,15.15,33.02,0.0003,304.42409999999995
2651,14.29,21.42,0.0083,9320.138059999997
2652,9.78,39.76,0.0013,765.89136
2653,0.19,5.8,0.0012,21.477599999999995
2654,22.28,22.81,0.0048,8255.00736
2655,1.34,21.92,0.0047,491.74784000000005
2656,8.34,4.53,0.0025,1990.5494999999999
2657,11.85,28.11,0.0088,7496.689199999999
2658,23.39,7.01,0.0082,17835.29602
2659,7.61,27.92,0.002,1097.0576
2660,7.36,31.13,0.0023,1165.8313600000004
2661,2.0,24.56,0.0055,829.8399999999999
2662,5.96,16.93,0.0058,2871.5637599999995
2663,12.71,12.48,0.0029,3225.89968
2664,23.68,25.04,0.0087,15442.959359999999
2665,16.1,28.75,0.0036,4129.650000000001
2666,24.85,0.67,0.0003,740.50515
2667,8.23,14.7,0.0016,1123.2304
2668,15.99,13.6,0.0086,11881.209599999998
2669,21.31,29.65,0.0032,4797.3072
2670,21.72,32.44,0.0001,146.74031999999997
2671,20.1,22.04,0.005,7834.980000000001
2672,13.77,4.4,0.0022,2896.1064
2673,21.96,23.52,0.0047,7893.653760000001
2674,14.37,12.96,0.0021,2626.6060799999996
2675,13.82,3.27,0.0043,5748.27698
2676,23.75,19.01,0.0083,15965.15375
2677,22.36,1.84,0.0027,5926.11552
2678,1.91,33.81,0.009,1137.8060999999996
